Overall AUC,Accuracy,Precision,Recall,F1 Score,C2 AUC,Network AUC,Physical AUC
0.8441802367053989,0.3658642394676314,0.9752693689071319,0.1980020625214846,0.32917420706733974,0.8105198366913933,0.6176517720839458,0.6386623025361797
