,precision,recall,f1-score,support
Blackhole Attack,0.8783478541464989,0.6949195813122288,0.7759407069555302,3917.0
Flooding Attack,0.904557463672391,0.9256505576208178,0.9149824620010022,2959.0
Normal Traffic,0.914587085155647,0.9055017829852267,0.9100217586074492,3926.0
Sybil Attack,0.9854115056427195,0.991415120465245,0.9884041965764772,3611.0
Wormhole Attack,0.684334259457149,0.8182979810886788,0.7453445065176909,3913.0
accuracy,0.8620539124740806,0.8620539124740806,0.8620539124740806,0.8620539124740806
macro avg,0.8734476336148811,0.8671570046944395,0.86693872613163,18326.0
weighted avg,0.8700133078768523,0.8620539124740806,0.8624467361311801,18326.0
