,precision,recall,f1-score,support
Blackhole Attack,0.7553590166391845,0.9649559555725775,0.8473892205499034,5222.0
Flooding Attack,0.9799347880611989,0.9903675538656527,0.9851235501765002,3945.0
Normal Traffic,0.9954831107619796,0.96829035339064,0.981698460346664,5235.0
Sybil Attack,1.0,0.9725913621262459,0.9861052631578947,4816.0
Wormhole Attack,0.8907773056735816,0.6831512363427257,0.77326968973747,5217.0
accuracy,0.9111111111111111,0.9111111111111111,0.9111111111111111,0.9111111111111111
macro avg,0.924310844227189,0.9158712922595683,0.9147172367936864,24435.0
weighted avg,0.9201909888409776,0.9111111111111111,0.9099161560794548,24435.0
