,precision,recall,f1-score,support
Blackhole Attack,0.96999422965955,0.8583099310696962,0.9107408912366247,3917.0
Flooding Attack,0.9979729729729729,0.9983102399459277,0.9981415779692514,2959.0
Normal Traffic,0.9895328057186622,0.9872643912379012,0.9883972969526966,3926.0
Sybil Attack,1.0,0.9986153420105234,0.999307191353748,3611.0
Wormhole Attack,0.8606351382225268,0.9626884743163813,0.9088057901085645,3913.0
accuracy,0.9584742988104332,0.9584742988104332,0.9584742988104332,0.9584742988104332
macro avg,0.9636270293147424,0.9610376757160861,0.9610785495241772,18326.0
weighted avg,0.9612594409974734,0.9584742988104332,0.9585275626265611,18326.0
