,precision,recall,f1-score,support
Blackhole Attack,0.9109567413956425,0.7365330610160837,0.8145115753811406,3917.0
Flooding Attack,0.9500661375661376,0.970936127069956,0.9603877653351162,2959.0
Normal Traffic,0.9560468140442132,0.9363219561895059,0.9460815853815467,3926.0
Sybil Attack,0.9955654101995566,0.9947382996399889,0.9951516830585955,3611.0
Wormhole Attack,0.7379325074754378,0.8829542550472783,0.803955788248982,3913.0
accuracy,0.8993233657099203,0.8993233657099203,0.8993233657099203,0.8993233657099203
macro avg,0.9101135221361976,0.9042967397925625,0.9040176794810761,18326.0
weighted avg,0.9066582804225963,0.8993233657099203,0.8995916877412062,18326.0
