,precision,recall,f1-score,support
Blackhole Attack,0.7271942446043166,0.6451365841205003,0.6837121212121211,3917.0
Flooding Attack,0.8893568147013783,0.7850625211220007,0.8339615867887273,2959.0
Normal Traffic,0.9281867145421903,0.9218033622007132,0.9249840255591054,3926.0
Sybil Attack,0.8871261378413524,0.9446136804209361,0.9149678111587984,3611.0
Wormhole Attack,0.6420467185761958,0.7375415282392026,0.686489058039962,3913.0
accuracy,0.8057404780093855,0.8057404780093855,0.8057404780093855,0.8057404780093855
macro avg,0.8147821260530866,0.8068315352206705,0.8088229205517429,18326.0
weighted avg,0.8097691261400689,0.8057404780093855,0.805820170721683,18326.0
