,precision,recall,f1-score,support
Blackhole Attack,0.8591075794621027,0.7176410518253765,0.7820280984837947,3917.0
Flooding Attack,0.9893360853113176,0.9719499831023994,0.9805659734060689,2959.0
Normal Traffic,0.9107910032853171,0.9179826795720836,0.914372700748446,3926.0
Sybil Attack,0.9933683337938657,0.9955690944336749,0.9944674965421854,3611.0
Wormhole Attack,0.6974403850360972,0.8147201635573729,0.7515322960867515,3913.0
accuracy,0.877114482156499,0.877114482156499,0.877114482156499,0.877114482156499
macro avg,0.8900086773777401,0.8835725944981814,0.8845933130534492,18326.0
weighted avg,0.8831426729271689,0.877114482156499,0.877785332577173,18326.0
