,precision,recall,f1-score,support
Blackhole Attack,0.9514270032930845,0.8851161603267808,0.9170744610501257,3917.0
Flooding Attack,0.9979736575481256,0.9986481919567421,0.9983108108108107,2959.0
Normal Traffic,0.9910850738665308,0.9910850738665308,0.9910850738665308,3926.0
Sybil Attack,1.0,0.9997230684021047,0.9998615150256197,3611.0
Wormhole Attack,0.8841099163679809,0.9455660618451316,0.9138058779945666,3913.0
accuracy,0.9616392011349995,0.9616392011349995,0.9616392011349995,0.9616392011349995
macro avg,0.9649191302151443,0.964027711279458,0.9640275477495306,18326.0
weighted avg,0.962635912219351,0.9616392011349995,0.9616612836665275,18326.0
