,precision,recall,f1-score,support
Blackhole Attack,0.5764309764309764,0.43706918560122543,0.4971685784811964,3917.0
Flooding Attack,0.49379652605459057,0.06725245015207841,0.11838191552647234,2959.0
Normal Traffic,0.8515993707393812,0.8273051451859399,0.8392764857881136,3926.0
Sybil Attack,0.560933448573898,0.898643035170313,0.6907194550872712,3611.0
Wormhole Attack,0.48169592827792307,0.659085100945566,0.5565986835005935,3913.0
accuracy,0.5993124522536287,0.5993124522536287,0.5993124522536287,0.5993124522536287
macro avg,0.5928912500153538,0.5778709834110245,0.5404290236767294,18326.0
weighted avg,0.5987564135627162,0.5993124522536287,0.5601254771371696,18326.0
