,precision,recall,f1-score,support
Blackhole Attack,0.28366273283093985,0.5093183558846056,0.3643835616438356,3917.0
Flooding Attack,0.0,0.0,0.0,2959.0
Normal Traffic,0.8082117774176121,0.38104941416199695,0.5179158732906353,3926.0
Sybil Attack,0.541130604288499,0.38438105787870397,0.449481865284974,3611.0
Wormhole Attack,0.28544423440453687,0.5016611295681063,0.36385542168674695,3913.0
accuracy,0.37334933973589435,0.37334933973589435,0.37334933973589435,0.37334933973589435
macro avg,0.38368986978831754,0.35528199149868256,0.3391273443812383,18326.0
weighted avg,0.4013484810624827,0.37334933973589435,0.3550951331497446,18326.0
