,precision,recall,f1-score,support
Blackhole Attack,0.6342123056118999,0.47893796272657646,0.5457454545454545,3917.0
Flooding Attack,0.6284615384615385,0.2761067928354174,0.3836581357126086,2959.0
Normal Traffic,0.830575450728575,0.8565970453387672,0.8433855799373041,3926.0
Sybil Attack,0.6125312319815491,0.8825810024923844,0.7231676877694578,3611.0
Wormhole Attack,0.5083056478405316,0.6256069511883465,0.5608889907205865,3913.0
accuracy,0.6379460875259194,0.6379460875259194,0.6379460875259194,0.6379460875259194
macro avg,0.6428172349248188,0.6239659509162985,0.6113691697370823,18326.0
weighted avg,0.6441949575267523,0.6379460875259194,0.6215310649943894,18326.0
