window_idx,start_pos,baseline_setup_s,c2_rips_s,c2_w2_s,c2_total_s,network_rips_s,network_w2_s,network_total_s,physical_rips_s,physical_w2_s,physical_total_s,total_s
52,10400,49.446700792,0.8784422499999778,0.12679575000004206,1.0052380000000198,0.028356167000026744,0.13384216599996535,0.1621983329999921,0.019227374999957192,0.10212979199997108,0.12135716699992827,1.2887934999999402
56,11200,49.446700792,0.008555582999974831,0.11099912500003484,0.11955470800000967,0.026336250000042583,0.10906229200003281,0.1353985420000754,0.004091875000028722,0.06159833300000628,0.065690208000035,0.32064345800012006
57,11400,49.446700792,0.04875249999997777,0.10831016700001328,0.15706266699999105,0.024214249999999993,0.08140141600000561,0.1056156660000056,0.003719999999987067,0.06690883399994618,0.07062883399993325,0.3333071669999299
66,13200,49.446700792,0.004485333999980412,0.061566374999983964,0.06605170899996438,0.04362158300000374,0.09403104099999382,0.13765262399999756,0.011392792000037844,0.09139429100002872,0.10278708300006656,0.3064914160000285
67,13400,49.446700792,0.0027447920000440718,0.07722374999997328,0.07996854200001735,0.03358795799999825,0.12161245799995868,0.15520041599995693,0.013305375000015829,0.08720708299995295,0.10051245799996877,0.33568141599994306
68,13600,49.446700792,0.0029721250000420696,0.07266845800000965,0.07564058300005172,0.06543324999995548,0.16973529199998438,0.23516854199993986,0.008349082999984603,0.08619762500001116,0.09454670799999576,0.40535583299998734
73,14600,49.446700792,0.022308084000030703,0.1168519999999944,0.1391600840000251,0.034676124999975855,0.08481912500002409,0.11949524999999994,0.028261499999985062,0.05794358299999658,0.08620508299998164,0.3448604170000067
74,14800,49.446700792,0.030784750000009353,0.10797608299998274,0.1387608329999921,0.059328750000020136,0.06926787500003684,0.12859662500005697,0.0018328330000372262,0.05418183299997281,0.05601466600001004,0.3233721240000591
75,15000,49.446700792,0.022740666999993664,0.1784960840000167,0.20123675100001037,0.06158241700001099,0.08882041699996535,0.15040283399997634,0.002703207999957158,0.056308249999972304,0.05901145799992946,0.41065104299991617
83,16600,49.446700792,0.1584156670000425,0.141925791999995,0.3003414590000375,0.055578583999988496,0.07735937500001455,0.13293795900000305,0.02999429199996939,0.07397474999999076,0.10396904199996015,0.5372484600000007
88,17600,49.446700792,0.039103000000011434,0.08688162499998953,0.12598462500000096,0.0021049580000180868,0.039467125000044234,0.04157208300006232,0.1361979580000252,0.06508566700000529,0.2012836250000305,0.3688403330000938
90,18000,49.446700792,0.06307375000000093,0.0987724170000206,0.16184616700002152,0.00151554199999282,0.03711624999999685,0.03863179199998967,0.3551585829999908,0.07560779199997114,0.43076637499996195,0.6312443339999732
