window_idx,start_pos,baseline_setup_s,c2_rips_s,c2_w2_s,c2_total_s,network_rips_s,network_w2_s,network_total_s,physical_rips_s,physical_w2_s,physical_total_s,total_s
0,0,49.446700792,0.7991602920000105,0.1048765840000101,0.9040368760000206,0.008493832999988626,0.06970012500005396,0.07819395800004258,0.24218016600002557,0.09081858400003284,0.3329987500000584,1.3152295840001216
1,200,49.446700792,0.6298544999999649,0.10791579099998216,0.7377702909999471,0.007987000000014177,0.05492375000000038,0.06291075000001456,0.22217429199997696,0.07833283299999039,0.30050712499996735,1.101188165999929
2,400,49.446700792,0.6558918329999983,0.09819054099995128,0.7540823739999496,0.005254374999992706,0.07378324999996266,0.07903762499995537,0.16965008300002182,0.09327358300004107,0.2629236660000629,1.0960436649999679
5,1000,49.446700792,0.49872329099997614,0.09921129200000678,0.5979345829999829,0.004968958000006296,0.06985187500004031,0.0748208330000466,0.2223808340000346,0.09269204200001013,0.31507287600004474,0.9878282920000743
12,2400,49.446700792,0.5611184159999993,0.10184108400000014,0.6629594999999995,0.005158708000010392,0.07373779200003128,0.07889650000004167,0.19791650000001937,0.08362037500000952,0.2815368750000289,1.02339287500007
17,3400,49.446700792,0.005443749999983538,0.11838320800001156,0.1238269579999951,0.217931415999999,0.16353349999997135,0.38146491599997034,0.00169349999998758,0.052514040999994904,0.054207540999982484,0.5594994149999479
20,4000,49.446700792,0.0029313329999922644,0.08360929200000555,0.08654062499999782,0.08419750000001613,0.1071963750000009,0.19139387500001703,0.0013068330000010064,0.05055662499995606,0.05186345799995706,0.3297979579999719
22,4400,49.446700792,0.005209958000023107,0.1331537909999838,0.13836374900000692,0.11884566700001642,0.14591333300000997,0.2647590000000264,0.0013045000000033724,0.04502525000003743,0.046329750000040804,0.4494524990000741
32,6400,49.446700792,0.014345249999962562,0.10074829100000215,0.11509354099996472,0.25942520899997135,0.07116924999996854,0.3305944589999399,0.001064958000029037,0.0453071250000221,0.046372083000051134,0.49206008299995574
33,6600,49.446700792,0.013903709000032904,0.1257800420000308,0.1396837510000637,0.2595202919999906,0.06868720899996106,0.32820750099995166,0.0015233750000334112,0.04691962500004365,0.04844300000007706,0.5163342520000924
37,7400,49.446700792,0.09366749999998092,0.10225404200002686,0.19592154200000778,0.05803887500002247,0.08047333299998627,0.13851220800000874,0.005687374999979511,0.0428347089999761,0.04852208399995561,0.38295583399997213
40,8000,49.446700792,0.26153362499997,0.09893791700000065,0.36047154199997067,0.016466333999971994,0.08325091699998666,0.09971725099995865,0.025896665999994184,0.09712600000000293,0.12302266599999712,0.5832114589999264
42,8400,49.446700792,1.197814457999982,0.09395208299997648,1.2917665409999586,0.041720957999984876,0.09352520800001685,0.13524616600000172,0.02578066600000284,0.06762162500001523,0.09340229100001807,1.5204149979999784
44,8800,49.446700792,0.03399295899998833,0.20423837500004538,0.2382313340000337,0.01714720799998304,0.0999690419999979,0.11711624999998094,0.018837791999999354,0.09004858399998739,0.10888637599998674,0.4642339600000014
45,9000,49.446700792,0.06244687500003465,0.10021524999996245,0.1626621249999971,0.014906459000030736,0.07484891600000765,0.08975537500003838,0.017474624999977095,0.08774462499997071,0.1052192499999478,0.3576367499999833
46,9200,49.446700792,0.023915875000000142,0.1105603329999667,0.13447620799996685,0.011108625000019856,0.3122777500000211,0.32338637500004097,0.025013582999974915,0.09982800000000225,0.12484158299997716,0.582704165999985
48,9600,49.446700792,0.045446459000004324,0.10773320799995645,0.15317966699996077,0.010379249999971307,0.10838845800003583,0.11876770800000713,0.022198792000040157,0.12298670899997433,0.14518550100001448,0.4171328759999824
49,9800,49.446700792,0.024688125000011496,0.09461675000000014,0.11930487500001163,0.009759832999975515,0.08570258299999978,0.09546241599997529,0.01729329200003349,0.0893258749999859,0.10661916700001939,0.3213864580000063
