window_idx,start_pos,baseline_setup_s,c2_rips_s,c2_w2_s,c2_total_s,network_rips_s,network_w2_s,network_total_s,physical_rips_s,physical_w2_s,physical_total_s,total_s
0,0,57.37829579199999,0.06696354199999632,0.020786999999984346,0.08775054199998067,0.0018212079999671005,0.017378790999998728,0.019199998999965828,0.028602250000005824,0.022490292000043155,0.05109254200004898,0.15804308299999548
2,200,57.37829579199999,0.03835187499998938,0.02523887500001365,0.06359075000000303,0.004103499999985161,0.013234624999995503,0.017338124999980664,0.025225750000004155,0.023819875000015145,0.0490456250000193,0.129974500000003
6,600,57.37829579199999,0.035238832999993974,0.02645770800000946,0.061696541000003435,0.001664624999989428,0.019711625000013555,0.021376250000002983,0.016352583000013965,0.025070332999973743,0.04142291599998771,0.12449570699999413
12,1200,57.37829579199999,0.035123542000008,0.02301358300002221,0.05813712500003021,0.0014196660000038719,0.019093584000017927,0.0205132500000218,0.02417862499999046,0.024876291999987643,0.049054916999978104,0.1277052920000301
28,2800,57.37829579199999,0.002799499999980526,0.018515667000031044,0.02131516700001157,0.002171666999970512,0.01678733299996793,0.018958999999938442,0.005502290999970683,0.02107333400005018,0.026575625000020864,0.06684979199997088
42,4200,57.37829579199999,0.000863916000014342,0.024378749999982574,0.025242665999996916,0.06100179200001321,0.023190124999985073,0.08419191699999828,0.0004277499999716383,0.01555033300002151,0.01597808299999315,0.12541266599998835
48,4800,57.37829579199999,0.011155959000006987,0.037037291999979516,0.0481932509999865,0.02397954100001698,0.03014620799996237,0.05412574899997935,0.000275999999985288,0.014835082999979932,0.01511108299996522,0.11743008299993107
70,7000,57.37829579199999,0.0018660840000279677,0.0348078750000127,0.03667395900004067,0.048740749999979016,0.023045792000004894,0.07178654199998391,0.000284708000037881,0.013342249999993783,0.013626958000031664,0.12208745900005624
79,7900,57.37829579199999,0.16315870800002585,0.02283741700000519,0.18599612500003104,0.0019206250000252112,0.024067749999971966,0.025988374999997177,0.009069042000021454,0.022824875000026168,0.03189391700004762,0.24387841700007584
83,8300,57.37829579199999,0.38656612500000165,0.01593866700000035,0.402504792000002,0.0029215839999778836,0.02537399999999934,0.028295583999977225,0.016276042000015423,0.019653125000047567,0.03592916700006299,0.4667295430000422
92,9200,57.37829579199999,0.0036632499999882384,0.02601783299996896,0.029681082999957198,0.0028850420000026133,0.03030949999998711,0.033194541999989724,0.004879291000008834,0.035382499999968786,0.04026179099997762,0.10313741599992454
