window_idx,start_pos,baseline_setup_s,c2_rips_s,c2_w2_s,c2_total_s,network_rips_s,network_w2_s,network_total_s,physical_rips_s,physical_w2_s,physical_total_s,total_s
96,9600,57.37829579199999,0.0033974159999843323,0.026358040999980403,0.029755456999964736,0.004673458000013397,0.02551316599999609,0.030186624000009488,0.0020970830000237584,0.019096166999986508,0.021193250000010266,0.08113533099998449
98,9800,57.37829579199999,0.0038095409999527874,0.027058834000001752,0.03086837499995454,0.0027575000000297223,0.024002833999986706,0.026760334000016428,0.0022489170000312697,0.031063000000017382,0.03331191700004865,0.09094062600001962
99,9900,57.37829579199999,0.0017301249999945867,0.024639083000010942,0.02636920800000553,0.0022612920000142367,0.022906083000009403,0.02516737500002364,0.0028534579999472953,0.02272991600000296,0.025583373999950254,0.07711995699997942
101,10100,57.37829579199999,0.003262500000005275,0.023902540999984012,0.027165040999989287,0.002259125000023232,0.018831083999998555,0.021090209000021787,0.0028229580000243004,0.02354758300003823,0.02637054100006253,0.0746257910000736
106,10600,57.37829579199999,0.0074230839999813725,0.026035874999990938,0.03345895899997231,0.004893541000001278,0.024881332999996175,0.029774873999997453,0.0008942499999875508,0.018160792000003312,0.019055041999990863,0.08228887499996063
107,10700,57.37829579199999,0.013205958000014562,0.033011291000036636,0.0462172490000512,0.0016087079999920206,0.0415752089999728,0.04318391699996482,0.0013787500000148611,0.031250417000023845,0.032629167000038706,0.12203033300005472
118,11800,57.37829579199999,0.0009875829999828056,0.024009665999983554,0.02499724899996636,0.002652000000011867,0.023147750000021006,0.025799750000032873,0.0010597499999676074,0.01848604100001694,0.019545790999984547,0.07034278999998378
123,12300,57.37829579199999,0.0005313329999694361,0.01799250000004804,0.018523833000017476,0.02029733399996303,0.02808379100002867,0.0483811249999917,0.0006924589999925956,0.020423250000021653,0.02111570900001425,0.08802066700002342
130,13000,57.37829579199999,0.0015556660000015654,0.02064775000002328,0.022203416000024845,0.017880542000000332,0.029814332999990256,0.04769487499999059,0.00406516600003215,0.03587258400000337,0.03993775000003552,0.10983604100005095
132,13200,57.37829579199999,0.0014632079999614689,0.026664332999985163,0.028127540999946632,0.015572834000010971,0.02728533399999833,0.0428581680000093,0.003216500000007727,0.02462304199997334,0.027839541999981066,0.098825250999937
133,13300,57.37829579199999,0.00046004099999663595,0.017498041999999714,0.01795808299999635,0.010612250000008316,0.02965825000001132,0.04027050000001964,0.0011028330000044662,0.01763629200002015,0.018739125000024615,0.0769677080000406
139,13900,57.37829579199999,0.00046279200000753917,0.020330290999993395,0.020793083000000934,0.0087500419999742,0.031787457999996604,0.040537499999970805,0.00313220900000033,0.020171582999978455,0.023303791999978785,0.08463437499995052
142,14200,57.37829579199999,0.010390583999992486,0.026004083000032097,0.03639466700002458,0.006906624999999167,0.020436000000017884,0.02734262500001705,0.004036458000030052,0.02140220900002987,0.025438667000059922,0.08917595900010156
150,15000,57.37829579199999,0.001740167000036763,0.03504850000001625,0.03678866700005301,0.017474750000019412,0.021487667000030797,0.03896241700005021,0.0005190420000076301,0.014728624999975182,0.015247666999982812,0.09099875100008603
153,15300,57.37829579199999,0.008142874999975902,0.024644249999994372,0.032787124999970274,0.012733458000013798,0.02355791700000509,0.03629137500001889,0.001789707999989787,0.017049874999997883,0.01883958299998767,0.08791808299997683
161,16100,57.37829579199999,0.0007280419999915466,0.025465458000041963,0.02619350000003351,0.02938275000002477,0.026212375000000065,0.055595125000024836,0.0010345000000029358,0.013517666999973699,0.014552166999976635,0.09634079200003498
163,16300,57.37829579199999,0.004287125000018932,0.022237249999989217,0.02652437500000815,0.0029245000000059918,0.02027570799998557,0.023200207999991562,0.004130541999984416,0.020822083000041403,0.02495262500002582,0.07467720800002553
173,17300,57.37829579199999,0.0054224159999876065,0.023807499999975335,0.02922991599996294,0.0061776250000207256,0.02589179200003855,0.032069417000059275,0.0008735000000115178,0.018201167000029272,0.01907466700004079,0.080374000000063
180,18000,57.37829579199999,0.009286208999981227,0.02250633299996707,0.0317925419999483,0.0005718330000377136,0.0120792920000099,0.012651125000047614,0.04253679099997498,0.02188383300000396,0.06442062399997894,0.10886429099997486
